"Crop","State","Season","Area-2020-21","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Production-2020-21","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Yield-2020-21","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Sunflower","Jharkhand","Rabi","155.00","282.00","146.00","1694.00","205.00","93.93","141.00","91.25","1192.58","167.69","606.00","500.00","625.00","704.00","818.00"
"Sunflower","Jharkhand","Total","274.00","427.00","268.00","1753.00","478.00","162.95","239.00","164.57","1236.18","286.17","595.00","560.00","614.00","705.00","599.00"
"Sunflower","Karnataka","Kharif","75000.00","115000.00","186000.00","58000.00","64000.00","64725.00","97290.00","181908.00","52838.00","63104.00","863.00","846.00","978.00","911.00","986.00"
"Sunflower","Karnataka","Rabi","45000.00","47000.00","57000.00","15000.00","35000.00","43000.00","39000.00","49305.00","16905.00","38570.00","956.00","830.00","865.00","1127.00","1102.00"
"Sunflower","Karnataka","Summer","","","3000.00","2000.00","3000.00","","","3654.00","2672.00","3576.00","","","1218.00","1336.00","1192.00"
"Sunflower","Karnataka","Total","120000.00","162000.00","246000.00","75000.00","102000.00","107725.00","136290.00","234867.00","72415.00","105250.00","898.00","841.00","955.00","966.00","1032.00"
"Sunflower","Kerala","Kharif","","0.20","4.00","","1.00","","0.00","5.00","","1.20","","0.00","1250.00","","1200.00"
"Sunflower","Kerala","Rabi","1.00","3.80","1.00","","0.60","0.30","1.00","1.00","","0.75","300.00","263.00","1000.00","","1250.00"
"Sunflower","Kerala","Summer","","","3.00","","1.40","","","3.00","","0.93","","","1000.00","","662.00"
"Sunflower","Kerala","Total","1.00","4.00","8.00","","3.00","0.30","1.00","9.00","","2.88","300.00","250.00","1125.00","","959.00"
"Sunflower","Ladakh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Ladakh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Ladakh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Lakshadweep","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Madhya Pradesh","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Sunflower","Madhya Pradesh","Rabi","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Sunflower","Madhya Pradesh","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Sunflower","Maharashtra","Kharif","19200.00","10550.00","16000.00","2510.00","9290.00","8716.80","4547.00","6928.00","434.23","4189.79","454.00","431.00","433.00","173.00","451.00"
"Sunflower","Maharashtra","Rabi","6850.00","9400.00","9700.00","2360.00","2190.00","3431.85","7219.00","5790.90","977.04","1270.20","501.00","768.00","597.00","414.00","580.00"
"Sunflower","Maharashtra","Summer","","","4200.00","1270.00","2300.00","","","2158.80","963.93","2771.50","","","514.00","759.00","1205.00"
"Sunflower","Maharashtra","Total","26050.00","19950.00","29900.00","6140.00","13780.00","12148.65","11766.00","14877.70","2375.20","8231.49","466.00","590.00","498.00","387.00","597.00"
"Sunflower","Manipur","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Manipur","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Manipur","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Meghalaya","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Meghalaya","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Meghalaya","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Mizoram","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Mizoram","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Mizoram","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Nagaland","Kharif","360.00","110.00","210.00","218.00","225.00","320.04","124.00","190.05","190.10","191.03","889.00","1127.00","905.00","872.00","849.00"
"Sunflower","Nagaland","Rabi","2370.00","0.00","","","","1450.44","0.00","","","","612.00","0.00","","",""
"Sunflower","Nagaland","Total","2730.00","110.00","210.00","218.00","225.00","1770.48","124.00","190.05","190.10","191.03","649.00","1127.00","905.00","872.00","849.00"
"Sunflower","Odisha","Kharif","270.00","480.00","320.00","320.00","1000.00","200.07","370.00","260.16","260.16","790.00","741.00","771.00","813.00","813.00","790.00"
"Sunflower","Odisha","Rabi","17860.00","14860.00","","","","24289.60","18724.00","","","","1360.00","1260.00","","",""
"Sunflower","Odisha","Summer","","","17890.00","17890.00","21280.00","","","22612.96","22612.96","26600.00","","","1264.00","1264.00","1250.00"
"Sunflower","Odisha","Total","18130.00","15340.00","18210.00","18210.00","22280.00","24489.67","19094.00","22873.12","22873.12","27390.00","1351.00","1245.00","1256.00","1256.00","1229.00"
"Sunflower","Puducherry","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Puducherry","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Puducherry","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Punjab","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Punjab","Rabi","2400.00","1300.00","1500.00","900.00","1200.00","4488.00","2184.00","2610.00","1819.80","2316.00","1870.00","1680.00","1740.00","2022.00","1930.00"
"Sunflower","Punjab","Total","2400.00","1300.00","1500.00","900.00","1200.00","4488.00","2184.00","2610.00","1819.80","2316.00","1870.00","1680.00","1740.00","2022.00","1930.00"
"Sunflower","Rajasthan","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Rajasthan","Rabi","165.00","0.00","","","","278.03","0.00","","","","1685.00","0.00","","",""
"Sunflower","Rajasthan","Total","165.00","0.00","","","","278.03","0.00","","","","1685.00","0.00","","",""
"Sunflower","Sikkim","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Sikkim","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Sikkim","Total","","","","","","","0.00","","","","","","","",""
"Sunflower","Tamil Nadu","Kharif","330.00","1260.00","3200.00","1440.00","430.00","572.22","2172.00","5107.20","2295.36","832.05","1734.00","1724.00","1596.00","1594.00","1935.00"
"Sunflower","Tamil Nadu","Rabi","5510.00","4320.00","5820.00","5020.00","4885.00","2611.74","3300.00","4527.96","3503.96","4406.27","474.00","764.00","778.00","698.00","902.00"
"Sunflower","Tamil Nadu","Summer","","","620.00","290.00","1170.00","","","482.36","179.22","1055.34","","","778.00","618.00","902.00"
"Sunflower","Tamil Nadu","Total","5840.00","5580.00","9640.00","6750.00","6485.00","3183.96","5472.00","10117.52","5978.54","6293.66","545.00","981.00","1050.00","886.00","970.00"
"Sunflower","Telangana","Kharif","0.00","0.00","","","30.00","0.00","0.00","","","47.43","0.00","0.00","","","1581.00"
"Sunflower","Telangana","Rabi","7000.00","18000.00","8000.00","9000.00","8590.00","16394.00","24480.00","14920.00","15282.00","14018.88","2342.00","1360.00","1865.00","1698.00","1632.00"
"Sunflower","Telangana","Total","7000.00","18000.00","8000.00","9000.00","8620.00","16394.00","24480.00","14920.00","15282.00","14066.31","2342.00","1360.00","1865.00","1698.00","1632.00"
"Sunflower","Tripura","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Tripura","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Tripura","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Uttar Pradesh","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Uttar Pradesh","Rabi","4000.00","4000.00","","","","5488.00","5368.00","","","","1372.00","1342.00","","",""
"Sunflower","Uttar Pradesh","Summer","","","2000.00","2000.00","1000.00","","","2730.00","2750.00","1851.00","","","1365.00","1375.00","1851.00"
"Sunflower","Uttar Pradesh","Total","4000.00","4000.00","2000.00","2000.00","1000.00","5488.00","5368.00","2730.00","2750.00","1851.00","1372.00","1342.00","1365.00","1375.00","1851.00"
"Sunflower","Uttarakhand","Kharif","","","","20.00","","","0.00","","11.24","","","","","562.00",""
"Sunflower","Uttarakhand","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Uttarakhand","Total","","","","20.00","","","0.00","","11.24","","","","","562.00",""
"Sunflower","West Bengal","Kharif","0.00","","","","","0.00","0.00","","","","0.00","","","",""
"Sunflower","West Bengal","Rabi","7308.00","4357.00","","","","8572.28","5307.00","","","","1173.00","1218.00","","",""
"Sunflower","West Bengal","Summer","","","4671.00","4473.00","4700.00","","","5824.74","5135.00","5405.00","","","1247.00","1148.00","1150.00"
"Sunflower","West Bengal","Total","7308.00","4357.00","4671.00","4473.00","4700.00","8572.28","5307.00","5824.74","5135.00","5405.00","1173.00","1218.00","1247.00","1148.00","1150.00"
"Sunflower","All India","Kharif","98934.00","138045.20","218348.00","66612.00","78159.00","77642.99","110706.00","203720.28","59571.02","72267.73","785.00","802.00","933.00","894.00","925.00"
"Sunflower","All India","Rabi","126932.00","133096.80","109901.00","52668.00","81454.60","150677.85","139474.00","116648.96","73564.93","120608.91","1187.00","1048.00","1061.00","1397.00","1481.00"
"Sunflower","All India","Summer","","","36201.00","31583.00","34831.40","","","42767.67","39389.53","43237.31","","","1181.00","1247.00","1241.00"
"Sunflower","All India","Total","225866.00","271142.00","364450.00","150863.00","194445.00","228320.83","250180.00","363136.91","172525.48","236113.95","1011.00","923.00","996.00","1144.00","1214.00"
"Rapeseed & Mustard","Andaman And Nicobar Islands","Rabi","0.50","0.50","","","","0.10","0.00","","","","200.00","0.00","","",""
"Rapeseed & Mustard","Andaman And Nicobar Islands","Total","0.50","0.50","","","","0.10","0.00","","","","200.00","0.00","","",""
"Rapeseed & Mustard","Andhra Pradesh","Rabi","1000.00","3000.00","2000.00","1230.00","2000.00","641.00","1935.00","1484.00","670.35","1410.00","641.00","645.00","742.00","545.00","705.00"
"Rapeseed & Mustard","Andhra Pradesh","Total","1000.00","3000.00","2000.00","1230.00","2000.00","641.00","1935.00","1484.00","670.35","1410.00","641.00","645.00","742.00","545.00","705.00"
"Rapeseed & Mustard","Arunachal Pradesh","Rabi","28290.00","28630.00","28685.00","28713.00","28782.00","29110.41","29603.00","29775.03","29947.66","30077.19","1029.00","1034.00","1038.00","1043.00","1045.00"
"Rapeseed & Mustard","Arunachal Pradesh","Total","28290.00","28630.00","28685.00","28713.00","28782.00","29110.41","29603.00","29775.03","29947.66","30077.19","1029.00","1034.00","1038.00","1043.00","1045.00"
"Rapeseed & Mustard","Assam","Rabi","286353.00","288945.00","296000.00","319621.00","306516.00","185270.39","186081.00","233248.00","251222.11","241534.61","647.00","644.00","788.00","786.00","788.00"
"Rapeseed & Mustard","Assam","Total","286353.00","288945.00","296000.00","319621.00","306516.00","185270.39","186081.00","233248.00","251222.11","241534.61","647.00","644.00","788.00","786.00","788.00"
"Rapeseed & Mustard","Bihar","Rabi","75137.00","78559.00","81208.00","96977.00","88895.00","95499.13","88379.00","95419.40","122481.95","107029.58","1271.00","1125.00","1175.00","1263.00","1204.00"
"Rapeseed & Mustard","Bihar","Total","75137.00","78559.00","81208.00","96977.00","88895.00","95499.13","88379.00","95419.40","122481.95","107029.58","1271.00","1125.00","1175.00","1263.00","1204.00"
"Rapeseed & Mustard","Chandigarh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Rapeseed & Mustard","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Rapeseed & Mustard","Chhattisgarh","Rabi","36220.00","36860.00","30460.00","27860.00","27390.00","18725.74","18946.00","15839.20","12286.26","12078.99","517.00","514.00","520.00","441.00","441.00"
"Rapeseed & Mustard","Chhattisgarh","Total","36220.00","36860.00","30460.00","27860.00","27390.00","18725.74","18946.00","15839.20","12286.26","12078.99","517.00","514.00","520.00","441.00","441.00"
"Rapeseed & Mustard","Dadra And Nagar Haveli","Rabi","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Rapeseed & Mustard","Dadra And Nagar Haveli","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Rapeseed & Mustard","Daman And Diu","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Rapeseed & Mustard","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Rapeseed & Mustard","Delhi","Rabi","3640.00","4240.00","4.24","4550.00","4570.00","4590.04","5512.00","5.83","7280.00","7312.00","1261.00","1300.00","1375.00","1600.00","1600.00"
"Rapeseed & Mustard","Delhi","Total","3640.00","4240.00","4.24","4550.00","4570.00","4590.04","5512.00","5.83","7280.00","7312.00","1261.00","1300.00","1375.00","1600.00","1600.00"
"Rapeseed & Mustard","Goa","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Rapeseed & Mustard","Goa","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Rapeseed & Mustard","Gujarat","Rabi","214670.00","251100.00","307030.00","277380.00","258270.00","424187.92","500944.00","603620.98","525912.48","483223.17","1976.00","1995.00","1966.00","1896.00","1871.00"
"Rapeseed & Mustard","Gujarat","Total","214670.00","251100.00","307030.00","277380.00","258270.00","424187.92","500944.00","603620.98","525912.48","483223.17","1976.00","1995.00","1966.00","1896.00","1871.00"
"Rapeseed & Mustard","Haryana","Rabi","647500.00","713600.00","765140.00","740610.00","668450.00","1313130.00","1365830.00","1301503.14","1344947.76","1434493.70","2028.00","1914.00","1701.00","1816.00","2146.00"
"Rapeseed & Mustard","Haryana","Total","647500.00","713600.00","765140.00","740610.00","668450.00","1313130.00","1365830.00","1301503.14","1344947.76","1434493.70","2028.00","1914.00","1701.00","1816.00","2146.00"
"Rapeseed & Mustard","Himachal Pradesh","Rabi","8278.00","8298.00","8564.00","8085.00","7772.00","6763.13","6705.00","6936.84","6548.85","6295.32","817.00","808.00","810.00","810.00","810.00"
"Rapeseed & Mustard","Himachal Pradesh","Total","8278.00","8298.00","8564.00","8085.00","7772.00","6763.13","6705.00","6936.84","6548.85","6295.32","817.00","808.00","810.00","810.00","810.00"
"Rapeseed & Mustard","Jammu And Kashmir","Rabi","48220.00","43017.00","41276.00","41276.00","41276.00","31680.54","33768.00","36281.60","36281.60","36281.60","657.00","785.00","879.00","879.00","879.00"
"Rapeseed & Mustard","Jammu And Kashmir","Total","48220.00","43017.00","41276.00","41276.00","41276.00","31680.54","33768.00","36281.60","36281.60","36281.60","657.00","785.00","879.00","879.00","879.00"
"Rapeseed & Mustard","Jharkhand","Rabi","430729.00","406391.00","383725.00","413732.00","458304.00","343721.74","332834.00","320026.65","331399.33","404682.43","798.00","819.00","834.00","801.00","883.00"
"Rapeseed & Mustard","Jharkhand","Total","430729.00","406391.00","383725.00","413732.00","458304.00","343721.74","332834.00","320026.65","331399.33","404682.43","798.00","819.00","834.00","801.00","883.00"
"Rapeseed & Mustard","Karnataka","Rabi","400.00","400.00","","4000.00","","83.60","90.00","","752.00","","209.00","225.00","","188.00",""
"Rapeseed & Mustard","Karnataka","Total","400.00","400.00","","4000.00","","83.60","90.00","","752.00","","209.00","225.00","","188.00",""
"Rapeseed & Mustard","Kerala","Rabi","","2.00","2.00","","3.00","","2.00","2.00","","2.96","","1000.00","1000.00","","987.00"
"Rapeseed & Mustard","Kerala","Total","","2.00","2.00","","3.00","","2.00","2.00","","2.96","","1000.00","1000.00","","987.00"
"Rapeseed & Mustard","Ladakh","Rabi","","0.00","856.30","860.00","137.50","","0.00","131.87","132.44","113.16","","0.00","154.00","154.00","823.00"
"Rapeseed & Mustard","Ladakh","Total","","0.00","856.30","860.00","137.50","","0.00","131.87","132.44","113.16","","0.00","154.00","154.00","823.00"
"Rapeseed & Mustard","Lakshadweep","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
